id,industry,sector,active,price,comment
13,Oil & Gas,Industrials,True,0.5714358896093843,Product black every scene detail president allow despite energy defense end among almost child market job week hand single green cup trip son enough pay size ground hope authority away management law film especially such stop question many issue the issue senior usually result set score technology eye benefit what claim front half investment high style heavy its cut your teacher local common card people realize follow keep show coach piece machine whether also cup economic.
14,Asset Management,nan,True,1.1155163811256166,Build win news above experience strategy approach find question camera responsibility operation environmental special authority cover share own describe hotel summer community ask material data radio each country party where nature whom yard seem off head bad month conference note item news office nice until.
15,Asset Management,Energy,True,2.4751186967246848,Open somebody itself investment difference push wear forward note contain she any happen people claim result of goal leader national movie our camera detail black professor prevent suffer mention provide feel response heart player apply section perform investment yourself lead information positive collection anything him clear strong method until hard teach agreement population program home down your nice amount successful this positive firm wish treat just reflect later century year high behavior but recent himself low decision morning.
16,nan,nan,True,2.415481720357808,White west collection culture with full receive upon stay source partner space dog tough defense but show yard serve perhaps become month condition must important cell name social resource cell view use grow within couple hundred subject beat hour act deep green street personal believe someone serve fill community same visit despite.
17,Asset Management,Energy,True,1.0446375816474227,Treatment deep American where religious over food require entire order tough even assume policy think ten candidate seem girl space surface although book realize seem director on note action south within little shake voice yourself within this back our up easy popular nearly yeah husband particularly rule form can part read bring simple other yourself good together red across sometimes walk.
18,Biotechnology,Real Estate,True,2.5773205359526656,Research finally card international growth language factor little window account discover support material six bad wrong able skill early Republican source same western development system pay contain design bed total form get business sort news daughter somebody movie society relationship issue ground throughout Congress big teach reach understand particular yourself issue as program edge hot happy for might out audience throw girl say get budget forget different fight property.
19,Banks Regional,Energy,False,1.1590402195367395,Course relate pattern class oil arm produce entire operation visit relationship next now easy life approach manage why me season total not candidate wrong meeting into artist rich suggest mother continue relationship couple girl draw money power next close doctor detail member white pretty teacher bed.
20,Oil & Gas,Real Estate,False,1.1874969351771911,Central entire guess would case eight win green thank nature take leader room fire upon push scientist hope society lot public one reach activity black available but act light audience defense future training experience let recent of.
21,Biotechnology,Technology,False,1.9138143805343886,Decision leg base air why reveal perform daughter far try yes politics type house such road determine TV add environmental management visit goal body reveal prove build ready hold inside wait strategy with reduce hit health center attack memory civil old deep me together let under feeling care religious its protect official job guy design yard data leave throughout staff work perhaps expect test assume wall language radio thus million star stuff meeting treat eat.
22,Banks Regional,nan,True,0.28486334562998417,Effect three easy such purpose huge carry be light road somebody two factor hospital account yes build issue school feeling industry article seat chance to close maintain item unit grow fish along year soon all expect physical enjoy see collection expert memory new bed receive campaign capital follow.
23,Asset Management,nan,False,0.1713283522550512,Cold agree why adult point notice inside step staff agency peace teach home buy off admit himself material Democrat one still line my country across line economy piece beyond laugh might six appear threat child truth speech three understand bar gun or former produce that data fish that form bank section fall on assume north sport know hair show modern little company quickly stock a final prepare change teach care during leader.
24,Asset Management,Energy,True,0.13849807676861467,Be machine nature hour police interest what mean reach like local prove cup along usually particular cell design top kind yourself artist remain project experience simple notice since view check over through there produce pay total subject avoid task program stage theory capital edge decade tax.
25,nan,Financial Services,True,2.3127852998743856,Radio production green stay whom important great institution story maybe big act produce challenge short outside decision attention prove civil wonder message force sound pay probably smile laugh analysis city yard perhaps agency challenge blood either pressure until occur material two capital together poor door should company option least blue visit crime half PM establish behind feel heavy southern nation two.
26,Asset Management,Energy,False,2.125276890230998,Fear very move building model sign decade hundred send air speech live politics then really light conference local that teacher current scene move difficult item together cup half direction early boy guy receive defense former imagine kid leave price second president last always worry race candidate.
27,Asset Management,Technology,True,2.455933170288314,Serve board set indeed customer billion accept scene development wait responsibility strong crime work finally single wish discussion agreement through economic everyone consider program boy address rock child not hope make single rate both difficult goal bank commercial into section husband goal trade also table lay sure of explain head site will hear various usually box feeling event protect seven look appear fish relate scene ok no mention color among either fire science party inside.
28,nan,Financial Services,False,2.1395775068600704,Education rise behavior dream which number contain start admit figure catch in level trouble many tonight when and black special family leg pressure interview term ago energy artist else worry agreement name design scientist clearly season mind while bag model travel minute international type stock site image foreign example wind back career plan third without participant team hair middle shoulder company reduce interesting animal green scientist son range rich have financial human just for those red charge car local.
29,Asset Management,Industrials,True,0.26834623278930425,Interview officer painting family south general capital certain possible listen suddenly theory discussion sister radio none yet color information improve especially pattern talk look ball enjoy rest least animal education morning focus deal high book thought focus light minute last TV child management choose article relate free science maintain already ball ago offer if factor.
30,Biotechnology,Energy,True,1.73913708066754,Step glass kid food race everyone push almost eye yeah onto owner run admit when free human leave national head man bit thousand try three word unit level dog finish data tend toward general positive recognize thought pass article lawyer every quality leave half institution win different wait foot protect nation really yet central data sometimes market main.
31,Banks Regional,Industrials,True,2.3473512478877505,Let bag others rock stuff box number staff throughout behavior certain town him interest run design chair nice pay various big population buy on poor indicate house including state support later season job key performance part lead long technology forward phone center within analysis sister coach probably above force among instead people admit near I their house agree drive themselves.
32,Banks Regional,Industrials,True,2.3773685771715263,Power want campaign partner notice talk network service open risk table understand strategy defense nice leader hair plant most within thus represent stock entire view agree moment food southern tax step street early either third life term natural edge building say wife use upon Republican if half true media matter Mr successful still support shake billion glass resource realize but certain throughout writer cold evidence list really half do factor kitchen network law.
33,Oil & Gas,Industrials,True,0.7780906621796025,State action like cup consider author watch hot someone similar space few should lawyer various quite today well group ground able strategy pay clearly performance wall understand yard front economy about century either phone according upon possible tax expect model trial body back change data condition all church key fly land maybe religious official wife war together.
34,Banks Regional,Real Estate,False,1.6261801170575048,Apply box usually discover first born fill still entire information boy what trip maybe arm city alone end air fact result our population front become compare responsibility become have growth trip her get onto back do door room mission ball onto our type news similar tree finally travel top resource deep watch simple structure its high now understand eight memory rise three teacher bring three growth lot today thought only within physical foot PM those.
35,Asset Management,Financial Services,False,0.9591782400783723,Understand I focus blue car up like foot amount remember care material senior sort teach either choose budget fish game cultural business indeed inside card star become home history hour peace might own rule behavior whole model senior current.
36,Biotechnology,Energy,True,1.5084633072623952,Her research education wide across senior style scene rule agency high miss certain particular between box local tree maintain year nor development front history quickly stock gas green professor upon economy yeah case determine turn person risk east nothing note cost board total decade apply mention tell series guess process join direction upon herself different suggest campaign phone hard leg song individual sing available level chance region receive add wait gun understand.
37,Asset Management,Technology,True,1.0156225536535182,Region source key sell certain responsibility drive reality different half suddenly continue know happy recognize reflect consumer mother girl spring need number few employee bank billion especially finally specific interview one that early begin hot media explain wonder magazine word spend begin difference customer building will suffer nothing ten bar bank each kind cover almost car rate ask third certain by management.
38,nan,Real Estate,False,1.0058640156435859,Family parent name budget throughout take move turn pay almost walk project charge against sell herself car prove never stay own late foreign yeah week ask yard set edge situation power pick the few stage note her win away onto successful artist teacher money network find should century magazine happen natural deal my add personal operation century first kid strong yard option six have tough water year pay base democratic development participant.
39,Oil & Gas,Energy,True,2.474537727091272,Why news west bar sing tax former risk customer clearly base claim feel economy thought raise term girl he day party material capital high consumer enter treatment significant imagine country write individual product data now amount once ability phone beyond fact natural particular contain operation professor clear mention star chair teach because language smile sit environment kind occur analysis writer prepare talk.
40,Oil & Gas,nan,True,0.8443874630245034,Dream security start stock then require respond dog successful thousand these south learn put something another development choice but available indicate international herself leader somebody arrive decade red it stuff member past mention likely hear wife heavy voice seven meet weight fine compare support professional my what avoid dinner effort information development political team view general.
41,nan,Real Estate,False,1.4165517822052567,Indicate approach true character various probably probably seat tonight father wide travel international feeling same else law whether form official decision since believe personal east thing respond than senior economy actually firm central attorney wall decision past necessary question life deep catch up true hit military onto strategy tend serve early sign myself class accept good argue north carry matter cut risk owner future long second nature measure support individual answer.
42,Oil & Gas,Financial Services,True,0.8003278915408626,Act film really continue agency face today expect color fear meet some project tend large deep create appear paper foreign ground himself analysis house church child time Congress really leave general wife middle TV design myself drop song as dream watch movement less free with win man maintain car interesting.
43,Oil & Gas,Industrials,False,1.1155740044521836,Experience ready course option human scientist agent poor thing gun finally west around million firm carry gun drop though turn report stay address win time stand shoulder drug compare drug fight agent day TV experience many exactly wall body letter exactly skin story much fund father effort me where.
44,Biotechnology,Industrials,True,1.7216594283871287,Development about various book interview education cause record measure hear gas trade tend appear subject clear director lose perform national body woman set party win young operation itself police scientist all recognize look outside car and Mrs feeling southern wide occur TV either give four half almost interview market win he education while series at employee fall significant family type religious term suggest pull most travel current occur mission experience new difficult pretty certainly rest piece.
45,Banks Regional,nan,False,1.8090415441394536,Plan remember paper sing project who those share anything baby six too could stuff above international early toward both hear such over take model behind five place life yet no item over heavy general fall huge whether hard success imagine into two real former cell trial finish sign those head guy bag sell capital population already center run enough American.
46,nan,Real Estate,True,1.7343990229675574,Case fish white senior know impact capital six contain agency condition water business section increase factor senior arm audience white simply music usually interest environmental like kid position people bank gas the director and break world prevent hotel star if can north no deal themselves.
47,Asset Management,Real Estate,False,0.12366080517678449,Town check whom pick bring knowledge provide whatever south PM side economic together community participant attention teach beautiful story recent mind few purpose name point firm challenge matter record common simple pattern a attorney music TV answer tend possible move least note within adult green ball ask computer of officer create prove want main girl tax treat make bill tell music computer trial best feel too per number Mr office ok key series keep size mouth operation fight especially study still.
48,Biotechnology,Financial Services,False,2.1884582295372796,Almost than respond majority want star room response project western official job during music authority purpose effect radio should fund true high capital will food imagine ball old window its hour number side pattern serious card suggest you adult poor approach key generation standard force sort recognize whether rise performance Democrat customer home similar remain everything claim.
49,Oil & Gas,Industrials,True,2.4980538920718236,Short part audience peace number name during matter last nation both wife foot research help difference benefit late born share yeah edge method few after page race his issue maybe large little either scene skill officer attack business his budget environment system.
50,Asset Management,Industrials,True,1.158794424761417,Name avoid with like look prove vote church amount huge hot laugh require drug candidate material decide style ready wall response cultural play itself song against analysis science candidate other season mean step think white bad amount represent level city always feel.
51,Asset Management,Energy,True,2.0583904191898807,All model family maintain view science sing sell himself reflect manage sport site information far thing get garden each want student behind choice firm or yourself listen his name doctor moment nearly true individual history where across talk number none first soldier third the picture despite join computer nothing return fear time line shoulder money third technology policy.
52,Biotechnology,Technology,False,1.7861982437773838,Enough respond meeting each some news enjoy training PM capital leg can time eat save interesting manage that apply west her project then president fine everything group suffer second happy behavior theory spend well red behind tough drug at wear move price financial tonight government thousand actually process wear stay off left describe at.
53,Oil & Gas,nan,True,0.5828941794646596,Husband just parent middle evening look consider probably yeah possible back view claim difference expert system town any owner according receive actually treatment kind court heavy chance fund peace board speech pattern fund institution reveal close may life thing bar Democrat over cell eat dream teacher.
54,Oil & Gas,Technology,False,1.5467324393978907,Minute affect message last team company campaign pull magazine trial dream he television nature clear stage early get share play out data or bill American figure condition call fish expect statement age position easy fish anything human start report something if much dark since blue point seven structure compare election religious enjoy attack talk program adult course four PM day local challenge among.
55,Oil & Gas,Financial Services,True,0.3838074598526616,House area art government road least like also wind course focus tree federal visit run eat reduce church threat open range their hear blood ready interesting interest staff development computer other per level bill husband term send course quite of walk group organization much speech operation down history party entire class whether six deep general conference you fact boy structure positive address explain certainly often part nature but prevent dark person somebody response page computer.
56,Oil & Gas,Industrials,True,0.9166251734810498,Couple western through book old tree especially able point respond theory field much identify first care thing parent civil leave himself behavior kind business cost wall team spend sea fear ground record prove success send much poor statement issue energy move training piece door professor song product small appear serve want team region around professional arm yard already government system college Congress could speech popular analysis partner party physical then quickly management physical must.
57,nan,Financial Services,True,0.5604428258017784,Miss unit product staff international allow take pay fight air least history material great pretty join put modern else answer himself little hope myself road condition method structure suffer in see popular return cup note however war money accept center different surface human decade pressure thus allow baby glass we goal amount into traditional.
58,nan,Industrials,True,1.5588844423445092,Fall measure claim collection treat note price real now job soldier whether benefit job near might left school program southern of court word remain technology first way brother budget anything new green time black thus around foreign join start leader camera mother box order use ball into meet beat green water collection office material power strategy meet share until seem level decade six court artist everyone add kid large.
59,Oil & Gas,Industrials,False,2.0016339173467874,Decade third few be state most process color collection degree instead education similar check newspaper visit foreign several upon similar see discuss place arm difficult quality interview above almost rate own soon keep same use chair hair take serious none strong within next evidence maybe explain fall moment artist.
60,nan,nan,False,1.6395445623317149,Begin green property late what alone need event west early exactly six enough senior director herself class pass leader develop since plan save house country thought card phone lead goal support too something radio stay effect whom floor finally they.
61,Biotechnology,Industrials,True,2.5010137007513684,Its enter future responsibility bar seat environmental international we your still strategy he peace share door report compare property when what sure cover picture discuss including rule century purpose letter store others talk watch song represent beyond could as number describe five hospital commercial factor evidence think direction budget way central upon goal others option.
62,Banks Regional,nan,True,1.5332428260583244,Model bed its fund moment music wish mind experience might follow chance beyond produce charge development few instead town enjoy pick person test political upon kind argue night a walk fear may poor both guy hand west change stage.
63,Oil & Gas,Financial Services,False,1.3264706524007555,Rock space major where natural good argue brother market rather behavior article rule authority action organization without pass which discuss response never image old reason choose pull such argue ahead type professor later alone relate someone him positive short also modern contain party.
64,Biotechnology,Technology,False,1.2500658380666412,Money service figure along blue chance too through boy sit base forget south dinner option special not whether protect nothing assume event nearly continue section pretty have organization next color activity make cold guy skin task half shake investment town travel support best away so director foot also soldier today report or goal sign series particularly individual.
65,nan,nan,True,0.609459514753863,Public item speech rich operation time produce whom heart available forget conference home city compare why line step country matter war city cup political project whose science trial people become laugh election six value station your seat down buy.
66,Banks Regional,nan,True,0.3821538305828053,Debate air in stuff keep concern course behavior reason gun two quite morning newspaper account everything grow agreement yard interesting hard pull star leg require season book safe several there decide garden issue relate simply around behind find we southern guess bar fill kind clearly occur mouth cup whom foreign our old.
67,Asset Management,Technology,False,0.20390115474374296,Meeting source travel project garden just method year couple we picture my success role win world responsibility continue almost manage under range hotel win say case message scientist next minute should receive increase under order ever significant opportunity tell mind situation senior fall may spring structure certainly theory letter somebody even reveal because PM at career left hope until apply college trip fact lawyer choice toward possible.
68,Asset Management,Energy,True,1.2440581913864186,Physical claim degree affect pick worker if happy four character follow read piece food law term class truth right maintain up teach could perform in story body might analysis seem describe need record stand inside friend travel trial husband throw tree especially take actually land apply note some reason necessary allow.
69,Asset Management,Real Estate,False,2.108224088341319,Report prepare population assume system across cell able all world word range dog others itself blue health clearly price ten base tough design real begin reason can seat last without word whole east common should interesting head mouth show similar question evidence according second together total court skill.
70,Oil & Gas,Financial Services,False,0.7662584728856748,Represent teach mean second send production election science expect sound father meeting mean party book assume total find worker politics head office relate yourself than throw yourself seat mean different the education increase pretty common both rest just rise serve word give build fire whom clearly scene large something team marriage nor focus better better during drug weight and stuff article worry range.
71,nan,Technology,False,1.158824277644063,Never weight early great rate sing technology share place could alone still set group weight wife decide decide series money company still central per shake show nor claim west floor myself perform drive specific coach thank allow candidate under appear sure large certain democratic church nation same scene responsibility he answer million range up return lose appear under place.
72,Banks Regional,nan,True,1.9708976701443537,Party because account should administration significant hard trial analysis anyone training customer short cover of cup mother road nothing technology fire nation phone two produce age long actually floor total grow in type region board would price there stay year coach audience again mean a sense care social fight live article change a other already bring home whole model old film according against most work PM everything.
73,Asset Management,Financial Services,False,2.418779158668784,Right accept past result degree laugh shoulder these tend must establish alone summer best believe answer view majority born major consider board let consumer front letter movement report same either read thousand tough low produce mission computer bit home building society record effect production community rather blood between minute at old beautiful own life line high list himself heavy six reduce attorney staff.
74,Banks Regional,Energy,False,1.9776305266563055,Issue ahead rule rate our always yourself agree president later success morning laugh research back rise treat interview man involve hot phone now reveal political bill she nation choice various Democrat sea gas road police billion other position manage very also produce best manage church technology goal food control opportunity degree perhaps much board choose building analysis reach minute piece old step race walk question say news boy next east individual outside coach.
75,Oil & Gas,Financial Services,True,2.572026503335984,Real actually fly report challenge stay east test old among require rock store sure prevent for Democrat during example one million resource value trade tough difference there their window class assume not lawyer heavy after television scene alone success step partner send rise your energy every high budget because throughout help itself culture money child realize take rise deal type glass.
76,Banks Regional,Real Estate,True,2.0027303250020583,Carry group city score wish bit young culture dog plant among forward then help half particularly religious series life radio forward single affect member can after store easy seem work raise road young police whose heart together modern world culture despite finish simple right sound energy hot fish still customer race leave choice help finish draw.
77,nan,nan,True,1.7621321563236236,Human what above letter poor plant loss area hotel part oil little remain explain me discussion poor few positive late environment must rise suffer according north lose fall trip simply someone employee training senior another need recognize where receive try several house federal perhaps eight south owner how matter thought teach news dog our avoid several argue real table culture recently there statement approach condition amount strong eight course imagine white.
78,Banks Regional,Financial Services,False,2.407376211148503,Off eight well certainly add serious society option democratic company cell common identify often ability oil student spring until seven Democrat bag school less today color usually window adult increase suddenly on once Congress better off stage remain customer million.
79,Oil & Gas,nan,False,2.4653571238791314,Exactly debate describe dog trial tend fish small lot yeah bit avoid edge run after long action nearly any benefit apply pattern bill benefit exactly these dog season choose argue key air former its maintain return.
80,Asset Management,Energy,False,1.336128613652321,Interesting agent exactly drive certain recently house my reflect sense she happen maintain pattern indicate billion ball commercial address week bar month now control month news town contain without away board able side half run on cause door for where top most play mouth walk key oil try charge approach upon cultural make walk culture human general medical they system.
81,Asset Management,Real Estate,True,1.9134500849816845,Television sit bag stuff somebody owner democratic want hour media better collection range finally type sign plan early impact always right head focus important later hot campaign involve region hand talk shoulder matter alone serious free worker season use condition seven road stuff material community happy stand where air standard party society.
82,nan,Industrials,False,1.7893712600760163,With land music business prevent tree administration development very final every news laugh point single really mouth of difference all marriage forward course born really federal exactly behind have interest summer story sell respond meet base development not one model senior pretty like quite between prepare effect world concern see coach investment reality value huge training include no spend form unit sing explain provide plant away dream possible seem car how wide.
83,Banks Regional,Financial Services,True,1.2906352143030624,By apply let tough factor city doctor once paper economy share southern often reflect car probably tell can allow plant child act education nature responsibility get lose speak cost discussion power series continue decision push them not professional scene by.
84,Banks Regional,Technology,True,0.5626691193195251,Method speak identify responsibility take consider analysis already marriage build find tax own sometimes generation deep treat class everything term scene gun already defense community population decide actually however west reach thought stuff own possible seek specific support around.
85,Oil & Gas,nan,True,0.11467768114543966,Imagine health relationship continue police shoulder bed fight interesting state accept data pass live eight agency reason decide development president weight our former dream enjoy along face place ago interesting body community production affect try young know sing Democrat service indicate upon office group threat artist six cultural camera us everybody word relationship see foreign enough green direction lawyer despite everybody act meeting team various want.
86,Oil & Gas,Financial Services,False,2.2507201269060793,Off fight red product go thus nature environmental imagine help say road staff describe look above answer call hope family ok follow theory little picture north staff detail help now past movie anyone leg understand recognize population accept live service affect young pretty understand same student daughter range rest head late interesting material message visit wide between interesting guess conference while on represent.
87,Biotechnology,Industrials,True,0.8569983271109215,Center professor wall sort either easy something tell author with dark join seven team focus wall involve base consider whether dog government station of which specific cold laugh significant seem without agreement effect figure billion to dark leg different agreement single study let later policy it here week beautiful thing product however bit suddenly short good how main use poor state cell debate save.
88,Oil & Gas,Financial Services,True,1.8789340587803094,Of suggest teach contain total edge financial state since while short cell process wide draw notice federal mission focus official ground model measure political debate than forget town case wind strong sport woman example ahead story.
89,Biotechnology,Real Estate,False,1.811057818290997,Way happen amount leave right lay mean name identify seek education bag wait situation firm pretty area PM focus democratic investment do exist above defense identify feeling if maintain order similar admit large unit international somebody design hand join wear prevent speak need performance age Democrat section health American religious assume pick before type direction before can goal environment meeting ok address shake evidence break provide evidence.
90,Banks Regional,Industrials,True,0.10970398038890569,Tree maintain Mr over customer rise college note wrong watch attorney stuff example throughout upon dark his significant hard this gun nation campaign season city professor able catch cut nice anyone serious can line benefit home here section page card.
91,Biotechnology,Industrials,True,2.483632137129084,Employee character start scientist wind rather beyond kitchen meeting want activity water modern growth reality boy country only agency range new television fight question indicate president common music others rest compare another nor could role research player answer report production book cold a travel commercial number wind visit memory your all start material effort no word green full such leg door whether success term letter management could court summer letter share reality then end natural.
92,Banks Regional,nan,False,1.3176030381596782,Responsibility campaign young option always now fine low public reflect fear effort everyone may help each successful gas final number office end out bar many war why short head nearly office must our various local until fish standard military develop treatment trouble great music memory commercial throw play set only deal all player could least former success firm condition discuss industry main meeting buy on administration letter there nation cause.
93,Banks Regional,Energy,False,1.2593194079289536,Wonder source surface course subject president top side skill over level such energy from as note theory exactly former few employee protect chair cost him by easy color factor per campaign training until herself direction big.
94,Oil & Gas,Technology,False,0.43174455833816483,Back now great break party close decide wall morning leave machine hot affect buy community doctor five we table individual catch point evening ground decide garden wrong executive fact against guy manager set over discussion write nice national Congress machine near court continue nothing fly measure season seat cultural subject station the difference position drug responsibility occur travel pattern interest successful not her professor.
95,Banks Regional,Technology,False,0.8993808448627701,Set type compare himself choice turn boy more my professional coach discuss at food arrive by century talk shoulder however hot usually year this clearly crime north environment herself amount loss whom ball serve those tend deep per ability security down response daughter line entire city score everybody hope wrong south heart authority myself its a budget cultural buy power price pattern clearly across politics heavy animal play music child place lose west yes hour between would language early painting.
96,Oil & Gas,Real Estate,False,0.14959654560173583,Large position create house audience reflect space control anything any that time central world page money fly trouble production six speak to his reach inside allow force help family foot simply not apply arm star full save know building rule effect help involve school hand serve better like.
97,Biotechnology,nan,True,0.8725140990466881,Force pressure whether seek PM director back scene occur item natural room who assume politics attack able project speech sell space late any themselves present should difference natural laugh interesting possible happen modern green wide special grow across look I democratic like college system practice thus according old myself your hour note only that candidate clear player growth simple exist his task total avoid least western.
98,Biotechnology,Real Estate,True,0.3870745243370576,Raise wife under law common ten well common cell worker door buy education yourself compare approach throughout recognize another cell accept production usually all actually conference always and long wear last establish lot such total social no party development shake including against simply resource just rich hotel.
99,Biotechnology,Technology,True,1.830152655490909,Traditional space at stock material about garden spring speak this middle person economic who cut moment decision tell free service student reason hotel health fight crime travel some break party recent same challenge spring walk moment note difference let president economy even without man until woman.
100,nan,Technology,False,0.7462237998148348,About actually out sense work record want wrong town race worry base offer become billion Congress guess this detail hard indeed natural just success speak trip mouth understand relate send learn of hit group thus blood land break simply skill loss least country statement hear section hundred military all moment baby performance trip address machine finish step television common.
101,Banks Regional,Industrials,False,2.113028496398971,Rise such simple subject be alone accept season detail five painting benefit explain enter player small back I worry like focus note find example institution music out deep single benefit rise ok set up between ground rock know history would why take writer fund whatever couple dog would who long race house lay why so think loss magazine choice behavior window.
102,Asset Management,Industrials,True,1.5541786911579825,Huge concern head vote attention usually into try dinner side itself consider spend star anyone teacher foreign central plan act machine man executive now try social nor law feel avoid theory machine half maintain adult truth real sound authority baby fine imagine fire rate might establish hit three bar small condition themselves must draw begin service kid service kind how face able pretty seem sister two face fear serve water term top yes project room weight.
103,Oil & Gas,Industrials,False,1.5780647517043245,Simple daughter him sometimes newspaper born hold should different at alone plan policy risk sit red window stop father serve either pretty other hope alone ten win stage everyone although simply dog there role quite fund law year sell high benefit name wall radio service smile view truth kitchen administration international all.
104,Biotechnology,Energy,True,2.109216591515477,Five could south share listen local probably present similar research college open purpose glass task form deep building brother news per cell her support sit lead head natural phone prove score western idea way ball next government candidate main include glass art go daughter anything politics factor money.
105,Biotechnology,Financial Services,False,1.2533348121145242,Prepare raise career yard structure decision tree difficult threat score focus win page also American base seat or character where smile action staff side first property nature trial culture leg per human area thus feel eye each evening term once none sound serve girl enjoy customer increase ok certainly north hope food wonder read through often mention door assume senior financial professor region now general response.
106,Banks Regional,Financial Services,True,0.16903174659921963,News share his born direction either talk note space everyone court writer save computer much dog personal various suffer security discuss ok culture character check hospital this moment child crime learn future world always provide media report change space or though parent sign spring and firm discover because event age mind claim final.
